scholarship_name,provider,field,state,Gender,Community,Religion,Education Qualification,Income,Annual-Percentage,amount,deadline,apply_link,eligible
MAHADBT Higher Education Loan,MAHADBT,All,Maharashtra,All,All,All,Undergraduate,Upto 5L,50-60,"Rs 1,00,000 loan at 4%",Ongoing,https://mahadbt.maharashtra.gov.in,1
Maharashtra Pharmacy Scholarship,PCI Maharashtra,Pharmacy,Maharashtra,All,All,All,Undergraduate,Upto 3L,60-70,"Rs 20,000/year",Nov 30,https://scholarships.gov.in,1
Maharashtra Medical Scholarship,MUHS,Medical,Maharashtra,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,Full Fee Waiver,Aug 31,https://scholarships.gov.in,1
Jai Bhim Scholarship Maharashtra,Social Justice Dept,All,Maharashtra,All,SC,All,Undergraduate,Upto 2.5L,50-60,"Rs 20,000/year",Nov 30,https://scholarships.gov.in,1
Maharashtra Tribal Research Scholarship,TRI Maharashtra,Research,Maharashtra,All,ST,All,PhD,No Limit,Above 60,"Rs 15,000/month",Dec 31,https://scholarships.gov.in,1
Rotary Club Pune Scholarship,Rotary Club Pune,All,Maharashtra,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 20,000/year",Oct 31,https://scholarships.gov.in,1
CII Pune Scholarship,CII Western Region,Engineering,Maharashtra,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 30,000/year",Nov 30,https://scholarships.gov.in,1
Maharashtra Nurses Scholarship,Maharashtra Nursing Council,Nursing,Maharashtra,Female,All,All,Undergraduate,Upto 3L,60-70,"Rs 25,000/year",Oct 31,https://scholarships.gov.in,1
BARC Mumbai Stipend,BARC Mumbai,Physics/Nuclear Eng,Maharashtra,All,All,All,Undergraduate,No Limit,Above 80,"Rs 12,000/month",Dec 31,https://scholarships.gov.in,1
TIFR Research Studentship,TIFR Mumbai,Science,Maharashtra,All,All,All,PhD,No Limit,Above 75,"Rs 37,000/month",Jun 30,https://scholarships.gov.in,1
JN Tata Endowment Loan Scholarship,JN Tata Endowment,All,All India,All,All,All,Postgraduate,No Limit,Above 75,"Rs 10,00,000 loan",Mar 31,https://jntataendowment.org,1
Aditya Birla Scholarship,Aditya Birla Group,All,All India,All,All,All,Undergraduate,No Limit,Above 90,"Rs 65,000/year",Aug 31,https://scholarships.gov.in,1
Kishore Vaigyanik Protsahan Yojana,DST India,Science,All India,All,All,All,Undergraduate,No Limit,Above 75,"Rs 80,000/year",Nov 30,https://scholarships.gov.in,1
Sitaram Jindal Foundation,Sitaram Jindal Foundation,All,All India,All,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 24,000/year",Nov 30,https://scholarships.gov.in,1
Vidyasaarathi Scholarship,Vidyasaarathi,All,All India,All,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 30,000/year",Oct 31,https://www.vidyasaarathi.co.in,1
Swami Vivekanand Scholarship,MP Govt,All,Madhya Pradesh,All,All,All,Undergraduate,Upto 6L,Above 75,"Rs 1,00,000+/year",Nov 30,https://scholarships.gov.in,1
Srinidhi Trust Scholarship,Srinidhi Trust,All,All India,All,All,All,Undergraduate,Upto 2L,70-80,"Rs 20,000/year",Oct 31,https://scholarships.gov.in,1
Azim Premji Foundation,Azim Premji Foundation,All,All India,All,All,All,Undergraduate,Upto 3L,60-70,Full Fee Waiver,Oct 31,https://scholarships.gov.in,1
Dream India Scholarship,Tata Trusts,All,All India,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 50,000/year",Nov 30,https://scholarships.gov.in,1
HDFC Educational Crisis Scholarship,HDFC Bank,All,All India,All,All,All,Undergraduate,Upto 2.5L,50-60,"Rs 25,000/year",Nov 30,https://scholarships.gov.in,1
Central Bank of India Scholar,Central Bank India,All,All India,All,All,All,Undergraduate,Upto 3L,60-70,"Rs 10,000/year",Oct 31,https://scholarships.gov.in,1
SBI Scholar,SBI Foundation,All,All India,All,All,All,Undergraduate,Upto 3L,60-70,"Rs 15,000/year",Oct 31,https://scholarships.gov.in,1
Sarveshwar Education Fund,Sarveshwar Group,All,All India,All,All,All,Undergraduate,Upto 2L,60-70,"Rs 15,000/year",Nov 30,https://scholarships.gov.in,1
Ambuja Cement Foundation,Ambuja Cements,Engineering/Management,All India,All,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 25,000/year",Oct 31,https://scholarships.gov.in,1
Hero MotoCorp Scholarship,Hero MotoCorp,Engineering,All India,All,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 25,000/year",Oct 31,https://scholarships.gov.in,1
Mahindra Pride Scholarship,Mahindra Group,All,All India,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 1,25,000/year",Nov 30,https://scholarships.gov.in,1
Cipla Foundation Scholarship,Cipla Foundation,Medical/Pharmacy,All India,All,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 30,000/year",Nov 30,https://scholarships.gov.in,1
SunPharma Scholarship,Sun Pharmaceutical,Pharmacy/Medical,All India,All,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 28,000/year",Nov 30,https://scholarships.gov.in,1
Biocon Foundation Scholarship,Biocon,Biotechnology/Medical,All India,Female,All,All,Undergraduate,Upto 3L,70-80,"Rs 50,000/year",Nov 30,https://scholarships.gov.in,1
ITC Scholarship,ITC Limited,Engineering/Management,All India,All,All,All,Undergraduate,Upto 2.5L,70-80,"Rs 30,000/year",Oct 31,https://scholarships.gov.in,1
Asian Paints Scholarship,Asian Paints,Engineering/Design,All India,All,All,All,Undergraduate,Upto 2.5L,70-80,"Rs 25,000/year",Oct 31,https://scholarships.gov.in,1
Godrej Scholarship,Godrej Industries,Engineering,All India,Female,All,All,Undergraduate,Upto 3L,70-80,"Rs 50,000/year",Nov 30,https://scholarships.gov.in,1
3M STEM Scholarship,3M India,STEM/Engineering,All India,Female,All,All,Undergraduate,No Limit,Above 75,"Rs 1,00,000/year",Dec 31,https://scholarships.gov.in,1
Unilever Scholarship,HUL India,Engineering/Management,All India,All,All,All,Undergraduate,No Limit,Above 75,"Rs 60,000/year",Nov 30,https://scholarships.gov.in,1
P&G Scholarship,Procter & Gamble,Engineering/Management,All India,Female,All,All,Undergraduate,No Limit,Above 75,"Rs 75,000/year",Nov 30,https://scholarships.gov.in,1
Flipkart Grid Scholarship,Flipkart,CS/Engineering,All India,All,All,All,Undergraduate,No Limit,Above 75,"Rs 1,50,000/year",Dec 31,https://scholarships.gov.in,1
Swiggy Scholarship Initiative,Swiggy,All,All India,All,All,All,Undergraduate,Upto 3L,60-70,"Rs 30,000/year",Nov 30,https://scholarships.gov.in,1
Paytm Foundation Scholarship,Paytm/One97,Technology,All India,All,All,All,Undergraduate,Upto 2.5L,70-80,"Rs 50,000/year",Dec 31,https://scholarships.gov.in,1
Zomato CSR Scholarship,Zomato Foundation,All,All India,All,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 25,000/year",Nov 30,https://scholarships.gov.in,1
BYJU Foundation Scholarship,BYJU,All,All India,All,All,All,Undergraduate,Upto 2L,70-80,"Free Courses + Rs 20,000",Nov 30,https://scholarships.gov.in,1
National Overseas Scholarship SC,Ministry of Social Justice,All,All India,All,SC,All,Postgraduate,Upto 6L,Above 60,Full Funding,Mar 31,https://scholarships.gov.in,1
National Overseas Scholarship ST,Ministry of Tribal Affairs,All,All India,All,ST,All,Postgraduate,Upto 6L,Above 60,Full Funding,Mar 31,https://scholarships.gov.in,1
National Fellowship for Disabled,Dept of Empowerment,All,All India,All,All,All,PhD,No Limit,Above 55,"Rs 20,000/month",Nov 30,https://scholarships.gov.in,1
Mane Scholarship Deaf,National Assn Deaf,All,All India,All,All,All,Undergraduate,Upto 2L,50-60,"Rs 15,000/year",Oct 31,https://scholarships.gov.in,1
Blind Students Scholarship,NAB India,All,All India,All,All,All,Undergraduate,Upto 2L,50-60,"Rs 15,000/year",Oct 31,https://scholarships.gov.in,1
Ek Prayas for War Widows,KSB Ministry,All,All India,Female,All,All,Undergraduate,No Limit,50-60,"Rs 25,000/year",Oct 31,https://scholarships.gov.in,1
Ex-Servicemen Scholarship,KSB India,All,All India,All,All,All,Undergraduate,No Limit,50-60,"Rs 20,000/year",Oct 31,https://scholarships.gov.in,1
Central Armed Police Forces Scholarship,MHA India,All,All India,All,All,All,Undergraduate,No Limit,50-60,"Rs 12,000/year",Oct 31,https://scholarships.gov.in,1
PM Scholarship Scheme CAPF,MHA India,All,All India,All,All,All,Undergraduate,No Limit,60-70,"Rs 36,000/year",Oct 31,https://scholarships.gov.in,1
PM Scholarship for Railway Children,Indian Railways,All,All India,All,All,All,Undergraduate,No Limit,60-70,"Rs 24,000/year",Oct 31,https://scholarships.gov.in,1
Andhra Pradesh State Merit Scholarship,State Education Dept,Arts/Commerce,Andhra Pradesh,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 12,000/year",Nov 30,https://scholarships.gov.in,1
Andhra Pradesh Girl Empowerment Scholarship,State Women Welfare,Management,Andhra Pradesh,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 1,000/year",Nov 30,https://scholarships.gov.in,1
Andhra Pradesh SC/ST Excellence Award,State Social Welfare,Medical,Andhra Pradesh,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 40,000/year",Oct 31,https://scholarships.gov.in,1
Andhra Pradesh Technical Scholarship,State Technical Ed,Arts/Commerce,Andhra Pradesh,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 3,000/year",Nov 30,https://scholarships.gov.in,1
Andhra Pradesh Research Fellowship,State Univ,Science,Andhra Pradesh,All,All,All,PhD,No Limit,Above 70,"Rs 15,000/month",Dec 31,https://scholarships.gov.in,1
Andhra Pradesh Postgraduate Award,State Govt,Design,Andhra Pradesh,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 50,000/year",Oct 31,https://scholarships.gov.in,1
Arunachal Pradesh State Merit Scholarship,State Education Dept,Arts/Commerce,Arunachal Pradesh,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 60,000/year",Nov 30,https://scholarships.gov.in,1
Arunachal Pradesh Girl Empowerment Scholarship,State Women Welfare,Law,Arunachal Pradesh,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 18,000/year",Nov 30,https://scholarships.gov.in,1
Arunachal Pradesh SC/ST Excellence Award,State Social Welfare,Education,Arunachal Pradesh,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 50,000/year",Oct 31,https://scholarships.gov.in,1
Arunachal Pradesh Technical Scholarship,State Technical Ed,Management,Arunachal Pradesh,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 30,000/year",Nov 30,https://scholarships.gov.in,1
Arunachal Pradesh Research Fellowship,State Univ,Engineering,Arunachal Pradesh,All,All,All,PhD,No Limit,Above 70,"Rs 60,000/month",Dec 31,https://scholarships.gov.in,1
Arunachal Pradesh Postgraduate Award,State Govt,Science,Arunachal Pradesh,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 50,000/year",Oct 31,https://scholarships.gov.in,1
Assam State Merit Scholarship,State Education Dept,Pharmacy,Assam,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 10,000/year",Nov 30,https://scholarships.gov.in,1
Assam Girl Empowerment Scholarship,State Women Welfare,Biotechnology,Assam,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 30,000/year",Nov 30,https://scholarships.gov.in,1
Assam SC/ST Excellence Award,State Social Welfare,Biotechnology,Assam,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 25,000/year",Oct 31,https://scholarships.gov.in,1
Assam Technical Scholarship,State Technical Ed,Design,Assam,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 5,000/year",Nov 30,https://scholarships.gov.in,1
Assam Research Fellowship,State Univ,Science,Assam,All,All,All,PhD,No Limit,Above 70,"Rs 15,000/month",Dec 31,https://scholarships.gov.in,1
Assam Postgraduate Award,State Govt,Medical,Assam,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 18,000/year",Oct 31,https://scholarships.gov.in,1
Bihar State Merit Scholarship,State Education Dept,Journalism,Bihar,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 1,500/year",Nov 30,https://scholarships.gov.in,1
Bihar Girl Empowerment Scholarship,State Women Welfare,Medical,Bihar,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 40,000/year",Nov 30,https://scholarships.gov.in,1
Bihar SC/ST Excellence Award,State Social Welfare,Engineering,Bihar,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 50,000/year",Oct 31,https://scholarships.gov.in,1
Bihar Technical Scholarship,State Technical Ed,All,Bihar,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 25,000/year",Nov 30,https://scholarships.gov.in,1
Bihar Research Fellowship,State Univ,Agriculture,Bihar,All,All,All,PhD,No Limit,Above 70,"Rs 8,000/month",Dec 31,https://scholarships.gov.in,1
Bihar Postgraduate Award,State Govt,Pharmacy,Bihar,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 2,500/year",Oct 31,https://scholarships.gov.in,1
Chhattisgarh State Merit Scholarship,State Education Dept,Law,Chhattisgarh,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 10,000/year",Nov 30,https://scholarships.gov.in,1
Chhattisgarh Girl Empowerment Scholarship,State Women Welfare,Pharmacy,Chhattisgarh,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 2,000/year",Nov 30,https://scholarships.gov.in,1
Chhattisgarh SC/ST Excellence Award,State Social Welfare,Agriculture,Chhattisgarh,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 2,500/year",Oct 31,https://scholarships.gov.in,1
Chhattisgarh Technical Scholarship,State Technical Ed,Management,Chhattisgarh,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 3,000/year",Nov 30,https://scholarships.gov.in,1
Chhattisgarh Research Fellowship,State Univ,Agriculture,Chhattisgarh,All,All,All,PhD,No Limit,Above 70,"Rs 2,500/month",Dec 31,https://scholarships.gov.in,1
Chhattisgarh Postgraduate Award,State Govt,Science,Chhattisgarh,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 60,000/year",Oct 31,https://scholarships.gov.in,1
Goa State Merit Scholarship,State Education Dept,Education,Goa,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 35,000/year",Nov 30,https://scholarships.gov.in,1
Goa Girl Empowerment Scholarship,State Women Welfare,Biotechnology,Goa,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 50,000/year",Nov 30,https://scholarships.gov.in,1
Goa SC/ST Excellence Award,State Social Welfare,Architecture,Goa,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 25,000/year",Oct 31,https://scholarships.gov.in,1
Goa Technical Scholarship,State Technical Ed,Architecture,Goa,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 1,000/year",Nov 30,https://scholarships.gov.in,1
Goa Research Fellowship,State Univ,Engineering,Goa,All,All,All,PhD,No Limit,Above 70,"Rs 2,000/month",Dec 31,https://scholarships.gov.in,1
Goa Postgraduate Award,State Govt,Journalism,Goa,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 2,500/year",Oct 31,https://scholarships.gov.in,1
Gujarat State Merit Scholarship,State Education Dept,Computer Science,Gujarat,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 5,000/year",Nov 30,https://scholarships.gov.in,1
Gujarat Girl Empowerment Scholarship,State Women Welfare,Pharmacy,Gujarat,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 5,000/year",Nov 30,https://scholarships.gov.in,1
Gujarat SC/ST Excellence Award,State Social Welfare,Engineering,Gujarat,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 20,000/year",Oct 31,https://scholarships.gov.in,1
Gujarat Technical Scholarship,State Technical Ed,Medical,Gujarat,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 15,000/year",Nov 30,https://scholarships.gov.in,1
Gujarat Research Fellowship,State Univ,Arts/Commerce,Gujarat,All,All,All,PhD,No Limit,Above 70,"Rs 2,000/month",Dec 31,https://scholarships.gov.in,1
Gujarat Postgraduate Award,State Govt,Journalism,Gujarat,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 30,000/year",Oct 31,https://scholarships.gov.in,1
Haryana State Merit Scholarship,State Education Dept,Biotechnology,Haryana,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 6,000/year",Nov 30,https://scholarships.gov.in,1
Haryana Girl Empowerment Scholarship,State Women Welfare,Management,Haryana,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 2,000/year",Nov 30,https://scholarships.gov.in,1
Haryana SC/ST Excellence Award,State Social Welfare,Arts/Commerce,Haryana,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 1,000/year",Oct 31,https://scholarships.gov.in,1
Haryana Technical Scholarship,State Technical Ed,Computer Science,Haryana,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 20,000/year",Nov 30,https://scholarships.gov.in,1
Haryana Research Fellowship,State Univ,Agriculture,Haryana,All,All,All,PhD,No Limit,Above 70,"Rs 40,000/month",Dec 31,https://scholarships.gov.in,1
Haryana Postgraduate Award,State Govt,Law,Haryana,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 30,000/year",Oct 31,https://scholarships.gov.in,1
Himachal Pradesh State Merit Scholarship,State Education Dept,Biotechnology,Himachal Pradesh,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 75,000/year",Nov 30,https://scholarships.gov.in,1
Himachal Pradesh Girl Empowerment Scholarship,State Women Welfare,Management,Himachal Pradesh,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 35,000/year",Nov 30,https://scholarships.gov.in,1
Himachal Pradesh SC/ST Excellence Award,State Social Welfare,Arts/Commerce,Himachal Pradesh,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 1,000/year",Oct 31,https://scholarships.gov.in,1
Himachal Pradesh Technical Scholarship,State Technical Ed,All,Himachal Pradesh,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 2,000/year",Nov 30,https://scholarships.gov.in,1
Himachal Pradesh Research Fellowship,State Univ,Management,Himachal Pradesh,All,All,All,PhD,No Limit,Above 70,"Rs 2,000/month",Dec 31,https://scholarships.gov.in,1
Himachal Pradesh Postgraduate Award,State Govt,Agriculture,Himachal Pradesh,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 2,000/year",Oct 31,https://scholarships.gov.in,1
Jharkhand State Merit Scholarship,State Education Dept,All,Jharkhand,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 15,000/year",Nov 30,https://scholarships.gov.in,1
Jharkhand Girl Empowerment Scholarship,State Women Welfare,Law,Jharkhand,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 8,000/year",Nov 30,https://scholarships.gov.in,1
Jharkhand SC/ST Excellence Award,State Social Welfare,Biotechnology,Jharkhand,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 6,000/year",Oct 31,https://scholarships.gov.in,1
Jharkhand Technical Scholarship,State Technical Ed,Computer Science,Jharkhand,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 1,500/year",Nov 30,https://scholarships.gov.in,1
Jharkhand Research Fellowship,State Univ,Management,Jharkhand,All,All,All,PhD,No Limit,Above 70,"Rs 1,000/month",Dec 31,https://scholarships.gov.in,1
Jharkhand Postgraduate Award,State Govt,All,Jharkhand,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 3,000/year",Oct 31,https://scholarships.gov.in,1
Karnataka State Merit Scholarship,State Education Dept,Arts/Commerce,Karnataka,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 1,000/year",Nov 30,https://scholarships.gov.in,1
Karnataka Girl Empowerment Scholarship,State Women Welfare,Pharmacy,Karnataka,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 18,000/year",Nov 30,https://scholarships.gov.in,1
Karnataka SC/ST Excellence Award,State Social Welfare,Computer Science,Karnataka,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 1,000/year",Oct 31,https://scholarships.gov.in,1
Karnataka Technical Scholarship,State Technical Ed,Management,Karnataka,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 3,000/year",Nov 30,https://scholarships.gov.in,1
Karnataka Research Fellowship,State Univ,Computer Science,Karnataka,All,All,All,PhD,No Limit,Above 70,"Rs 75,000/month",Dec 31,https://scholarships.gov.in,1
Karnataka Postgraduate Award,State Govt,Management,Karnataka,All,All,All,Postgraduate,Upto 4L,Above 60,"Rs 1,000/year",Oct 31,https://scholarships.gov.in,1
Kerala State Merit Scholarship,State Education Dept,Agriculture,Kerala,All,All,All,Undergraduate,Upto 3L,Above 60,"Rs 10,000/year",Nov 30,https://scholarships.gov.in,1
Kerala Girl Empowerment Scholarship,State Women Welfare,Engineering,Kerala,Female,All,All,Undergraduate,Upto 2.5L,60-70,"Rs 18,000/year",Nov 30,https://scholarships.gov.in,1
Kerala SC/ST Excellence Award,State Social Welfare,Architecture,Kerala,All,SC/ST,All,Undergraduate,Upto 2.5L,60-70,"Rs 2,000/year",Oct 31,https://scholarships.gov.in,1
Kerala Technical Scholarship,State Technical Ed,Medical,Kerala,All,All,All,Undergraduate,Upto 3L,70-80,"Rs 12,000/year",Nov 30,https://scholarships.gov.in,1
