gender,ug_course,ug_specialization,interests,skills,cgpa_percentage,job_title,source,linguistic,musical,bodily,logical,spatial,interpersonal,intrapersonal,naturalist
Male,BBA,Business Administration,Entrepreneurship,"Business Knowledge, People Management, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills",87.4,Student (Unemployed),career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,Technology;Trading;Understand human behaviour;Design,Critical Thinking;Artistic/Creative Skills;Leadership;Product knowledge;Problem Solving skills;Designing skills,61.75,UX designer,career_recommender,,,,,,,,
Male,BBA,Human resources ,Financial Analysis;Research;Technology;Understand human behaviour;Data analytics;Game industry,Accounting Skills;Business Knowledge;People management;Communication skills;Product knowledge;Data Visualization skills( Power Bi/ Tableau );SQL;HR;Good communication skills,50.635,Swimming coach,career_recommender,,,,,,,,
Female,B.Sc,Computer Science Engineering,"Take risk for Profits, Teaching, Technology","Accounting Skills, Business Knowledge, Programming, People Management, Leadership, Creativity Skills, Team work, Excel, Presentation Skills, Problem Solving skills, Reporting",58,Office assistant and acoounts,career_recommender,,,,,,,,
Female,BCA,Computers Science,Research;Technology;Web Designing;Content Writing;Digital marketing,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Designing skills;Writing skills;C++;Presentation Skills;Linux;Artificial Intelligence;SQL;Content creation;Java;Cloud Computing,76.89,Software Programmer,career_recommender,,,,,,,,
Male,B.Sc,Statistics ,Financial Analysis;Research;Sales/Marketing;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing;Content Writing;Data analytics;Data scientist;Web development;Market reserach;Social media marketing;Gardening;Social causes,Accounting Skills;Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Civil & Criminal Law;Communication skills;Problem Solving skills;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Presentation Skills;R;Python;SQL;Content creation;Java;Cloud Computing;Architecture,66,Assistant System Engineer,career_recommender,,,,,,,,
Male,BCA,MCA,Technology;Web Designing;Data analytics;Data scientist;Web development;All fields related to Data science.;Machine Learning,Programming Language skills;Python;SQL;Java;AWS;Javascript,74.29,Back-end Developer,career_recommender,,,,,,,,
Male,B.Tech,Mechanical Engineering,Oil and Gas,Critical Thinking;People management;Communication skills;Negotiation skills;Client management;Refinery Operations,80.75,Maintenance Engineer-Mechanical,career_recommender,,,,,,,,
Male,B.Tech,Civil Engineering,"Take risk for Profits, Trading, Understand Human Behaviour","Analytic Thinking, People Management, Creativity Skills, Excel, Reading",76,Planning manager,career_recommender,,,,,,,,
Male,BE,Mathematics,Home interior design,Programming Language skills;Critical Thinking;Editing,63.65,Operator,career_recommender,,,,,,,,
Male,BE,Automobile Engineering,Technology;Sports Industry,Gathering Information;People management;Communication skills;Product knowledge;Problem Solving skills;Java;Client management;Good communication skills,67.45,Associate Software Engineer,career_recommender,,,,,,,,
Male,B.Sc,Microbiology,Research,"Protein expression ;protein purification; Molecular Biology; biochemistry; protein chemistry ;western blotting ;cell culture; cell biology; bioinformatics;
Polymerase Chain Reaction (PCR) ;molecular cloning; microscopy;
Chromatography;
Enzyme Kinetics;
Biophysics electron microscopy;
Cryo-EM;X-ray crystallography;
Static Light Scattering;chromatrography",84.265,Research Associate,career_recommender,,,,,,,,
Female,B.Tech,Computer Science Engineering,Technology;Web Designing;Data analytics,Communication skills;Writing skills;C++;Python;SQL;Java,79,Associate consultant,career_recommender,,,,,,,,
Female,B.Tech,Computer science ,Web development,Programming Language skills;Problem Solving skills,87.685,Associate technology l2,career_recommender,,,,,,,,
Male,BA,General,Understand human behaviour;Understand human body;Govt. Job;Industires,Active Listening;Hardware skills;Communication skills;Negotiation skills,72,Lab assistent,career_recommender,,,,,,,,
Female,B.Tech,Computer Science Engineering,Web Designing,Critical Thinking;Finance related skills;People management;Communication skills;Leadership;Designing skills;Social Media Marketing,80.655,Test engineer,career_recommender,,,,,,,,
Male,B.Tech,Civil Engineering,Industires;SAP Consultant in MM;Construction,"Proeficiency in Software like STAAD PRO, ETABS",65.55,Civil & Structural Engineer,career_recommender,,,,,,,,
Male,B.Tech,Civil Engineering,Construction;Construction Manegement;Urban Planning;Project Management,"Active Listening;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;SAP",77.615,Civil & Structural Engineer,career_recommender,,,,,,,,
Male,B.Sc,Physics,Social Justice,"Business Knowledge, Sales",74.1,Teacher,career_recommender,,,,,,,,
Male,B.Tech,Mechanical Engineering,Technology,"AI, ML, Python, SQL, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Editing, Market Study, Team work, Derivatives, Excel, Tableau, CATIA , ANSYS ,SOLIDWORKS,CAESAR 2",67.545,Mechanical Engineer,career_recommender,,,,,,,,
Male,B.Tech,Mechanical Engineering,Technology,"Business Knowledge, Leadership, Market Study",80.75,Mechanical Engineer,career_recommender,,,,,,,,
Male,B.Sc,Physics,Social Justice,Leadership,74.1,Student (Unemployed),career_recommender,,,,,,,,
Male,MBA,Business Administration,"Financial Analysis, Sales/Marketing","Accounting Skills, Business Knowledge, Product Knowledge, Sales",60,Marketing Manager,career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,Technology;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;Machine Learning skills;Python;SQL;Java,68.4,Data Scientist,career_recommender,,,,,,,,
Female,B.Tech,Communication & Political Science,Technology,"Team work, Excel, Designing Skills",66.5,Graduate Quality Engineer,career_recommender,,,,,,,,
Male,B.Sc,Computers,Web Designing,Accounting Skills;Active Listening;Programming Language skills;Problem Solving skills;Designing skills;R;Python;SQL;HR;MATLAB,65,ERP IMPLEMENTATION,career_recommender,,,,,,,,
Female,B.Com,cost and work accounting,Data entry or telecalling work,"Team work, Excel, Writing",58Â ,Data Analyst,career_recommender,,,,,,,,
Female,BA,English ,Research;Teaching;Govt. Job;Design;Sports Industry,People management;Leadership;Designing skills;Writing skills;Social Media Marketing,83,Teacher,career_recommender,,,,,,,,
Female,B.Tech,Electronics and Communication Engineering,Data Analytics,NO,78.85,Junior system engineer trainee,career_recommender,,,,,,,,
Male,B.Tech,Mechanical Engineering,Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Python;SQL;Java;Teaching,60,Customer operation associate,career_recommender,,,,,,,,
Female,BE,Civil Engineering,Technology,"People Management, Observation Skills, Designing Skills",85,Structural engineer,career_recommender,,,,,,,,
Male,BE,Mechanical Engineering,Research;Technology;Industires;Design;Product Life cycle Management,Analytical Skills;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Presentation Skills,74.1,Design Engineer,career_recommender,,,,,,,,
Male,B.Tech,Automobile Engineering,Technology,"Work under Pressure, Leadership, Team work, Excel, Interpersonal Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Risk Managing, Reporting, Reading, Designing Skills",76.095,Student (Unemployed),career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science.Machine Learning","c;JavaScript;Data Structure;CSS; jQuery ;Angular JS ;javaScript; hTML5 ;css3;
SSIS; ssms; python; react.js ;java Enterprise edition",67.45,Software Engineer,career_recommender,,,,,,,,
Male,MCA,Computer Application ,Technology,Programming Language skills;Critical Thinking;Leadership,62,QA Analyst,career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science,Machine Learning",CSS;C++;JavaScript;MySQL;Java;SQL;Cascading Style Sheets (CSS);Website Development;jQuery;HTML5;Linux;AJAX;Software Development;XML;CakePHP;CodeIgniter;Laravel;Symfony;Symfony Framework;Git;Angular Command Line Interface (CLI);Yii2,76,Web Developer,career_recommender,,,,,,,,
Female,BCA,Java,Information Technology,Communication skills;Writing skills;C++,86,Data entry,career_recommender,,,,,,,,
Female,B.Sc,Physics,News Coverage;Research;Sales/Marketing;Social Justice;Teaching,Gathering Information;Artistic/Creative Skills;Analytical Skills;Communication skills,68.4,Sales,career_recommender,,,,,,,,
Male,B.Tech,Electronics and Communication Engineering,"Research, Technology","Python, SQL",74.1,Devops Engineer,career_recommender,,,,,,,,
Female,B.Tech,Electronics and communication ,Data analytics;Social media marketing,Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Problem Solving skills;Writing skills;Presentation Skills;Good communication skills,68.21,Key Account Manager,career_recommender,,,,,,,,
Male,B.Tech,Civil,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",79.42,Civil & Structural Engineer,career_recommender,,,,,,,,
Male,B.Tech,Mechanical Engineering,Data science and Artificial intelligenceÂ ,"ML, Python, Analytic Thinking, Business Knowledge, Leadership, Team work, Excel, R, Problem Solving skills, Data science completed by using python and R",63.9,Mechanical Engineer,career_recommender,,,,,,,,
Male,B.Tech,Engineering,"News Coverage, Technology","Critical Thinking, Analytic Thinking, Gathering Informing, Negotiation Skills, Work under Pressure, Team work, Excel, Logical Skills, Problem Solving skills",82.46,Student (Unemployed),career_recommender,,,,,,,,
Female,BE,Computer Science Engineering,Technology;Content Writing;Web development,Programming Language skills;Business Knowledge;Communication skills;Problem Solving skills,65,Associate Consultant,career_recommender,,,,,,,,
Male,BE,Mechanical Engineering,Technology;Data scientist;Web development,Programming Language skills;Communication skills;SQL;Java,75.39,Trainee,career_recommender,,,,,,,,
Male,B.Tech,History,Trading,"Java, Programming",72.2,Java Developer,career_recommender,,,,,,,,
Male,B.Tech,Electronics and Communication Engineering ,Technology,Programming Language skills;Critical Thinking;Communication skills;Problem Solving skills;Risk management skills;C++;Presentation Skills;Linux;Cloud Computing,76.095,Assistant System Engineer (TCS),career_recommender,,,,,,,,
Female,BBA,Physics,Teaching,Civil & Criminal Law,66.5,Student (Unemployed),career_recommender,,,,,,,,
Male,BE,Automobile Engineering,Research;Teaching;Technology;Understand human behaviour;Understand human body;Data analytics;Game industry;Data scientist,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python,60,Sr. Executive in Data Management.,career_recommender,,,,,,,,
Male,B.E,Automobile Engineering,Technology,"Java, SQL, Programming, Communication Skills, Team work, Presentation Skills",77.615,Automation in java lang,career_recommender,,,,,,,,
Male,B.E,Information Technology,"Research, Social Justice, Understand Human Body","Writing, Reading",73.625,Mechanical Engineer,career_recommender,,,,,,,,
Male,B.Tech,Electrical and Electronics Engineering,"Financial Analysis, Technology, Entrepreneurship","ML, Python, Business Knowledge, Java, Linux, AWS",66.5,Back End Developer,career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,Mobile App Development,PHP;Programming Language C;Javascript,83.6,Mobile Application Developer,career_recommender,,,,,,,,
Female,B.Pharmacy,Zoology,Understand Human Body,Excel,73,Doctor,career_recommender,,,,,,,,
Male,BE,Mechanical ,Service,Accounting Skills;Active Listening;Hardware skills;Sales;Social Media Marketing;HR,59.09,Service Advisor,career_recommender,,,,,,,,
Male,BE,Mechanical Engineering,Technology,Critical Thinking;Communication skills;SAP ,75,Production Engineer,career_recommender,,,,,,,,
Male,B.Com,Costing,Financial Analysis,Accounting Skills;Finance related skills,65,Asst finance manager,career_recommender,,,,,,,,
Male,BE,Automobile Engineering,"Sales/Marketing, Entrepreneurship","Python, People Management, Communication Skills, Work under Pressure, Leadership, Creativity Skills, Team work",83.125,Digital/Social Media Marketer,career_recommender,,,,,,,,
Male,BE,Electrical and Electronics Engineering,Govt. Job,Python,73.72,CIS,career_recommender,,,,,,,,
Female,B.Tech,Electronics & Telecommunications ,"All fields related to Data science,Machine Learning",C#;.NET Framework;Python ;C ;Transact-SQL (T-SQL),85.5,Programmer Analyst,career_recommender,,,,,,,,
