college_name,state,stream,ug_fee,pg_fee,rating,academic_score,placement_score,source,city,college_type
"Kmct College Of Engineering, Kozhikode",Kerala,Engineering,"75,000",--,7.3,7.5,5.7,college_data,,
"Mea Engineering College- [Meaec], Malappuram",Kerala,Engineering,"75,000","60,000",8.2,8.1,6.6,college_data,,
Rajagiri School Of Engineering & Technology,Kerala,Engineering,"87,000","77,000",8.2,8.4,8.6,college_data,,
Sahrdaya College Of Engineering,Kerala,Engineering,"35,000","77,000",7.1,7.5,6.6,college_data,,
"Trinity College Of Engineering, Trivendrum",Kerala,Engineering,"75,000",--,6.8,7.6,6.1,college_data,,
Birla Institute Of Technology And Science,Rajasthan,Engineering,"4,45,475","4,45,475",8.9,8.8,9,college_data,,
Indian Institute Of Technology,Rajasthan,Engineering,"70,433","71,500",8.2,8,8,college_data,,
Malaviya National Institute Of Technology,Rajasthan,Engineering,"94,333","1,22,665",8.2,8.2,8.2,college_data,,
"Singhania University, Jhunjhunu",Rajasthan,Engineering,"42,000","42,000",7.1,7.1,7,college_data,,
Jaipur National University,Rajasthan,Engineering,"1,14,000","37,600",7.5,7.9,6.7,college_data,,
Manipal University,Rajasthan,Engineering,"3,19,000","36,000",8.4,8.2,7.7,college_data,,
Jecrc University,Rajasthan,Engineering,"1,85,000","30,000",8.1,8.1,8.1,college_data,,
Sunrise University,Rajasthan,Engineering,"72,200","32,200",8.1,8.1,7.9,college_data,,
"Opjs University, Churu",Rajasthan,Engineering,"71,200","76,200",7.2,7.1,6.3,college_data,,
"Banasthali Vidyapith, Jaipur",Rajasthan,Engineering,"2,03,500","1,61,500",8.5,8.8,7.9,college_data,,
"Amity University, Jaipur",Rajasthan,Engineering,"1,80,000","1,48,000",8,7.8,7.4,college_data,,
Suresh Gyan Vihar University,Rajasthan,Engineering,"1,40,000","42,000",7.5,7.8,6.3,college_data,,
Iis (Deemed To Be University),Rajasthan,Engineering,"99,300","25,500",8.3,8.6,7.9,college_data,,
Madhav University,Rajasthan,Engineering,"70,000","13,000",7.8,7.9,7.3,college_data,,
"Jagannath University, Jaipur",Rajasthan,Engineering,"1,14,000","1,80,000",7.3,7.1,6.9,college_data,,
Indian Institute Of Information Technology,Rajasthan,Engineering,"2,30,925",--,7.6,7.9,8,college_data,,
"Tantia University, Sriganganagar",Rajasthan,Engineering,"30,000",--,8.6,8.8,7.1,college_data,,
"Pacific University, Udaipur",Rajasthan,Engineering,"80,000","80,000",7.7,7.8,7.2,college_data,,
"Swami Keshvanand Institute Of Technology, Management And",Rajasthan,Engineering,"98,900","84,500",7.8,8.3,8,college_data,,
Maharana Pratap University Of Agriculture And Technology,Rajasthan,Engineering,"87,800","86,000",8,8.2,7.9,college_data,,
"Poornima College Of Engineering, Jaipur",Rajasthan,Engineering,"1,70,000","1,78,000",7.5,7.9,7.6,college_data,,
"Shridhar University, Pilani",Rajasthan,Engineering,"99,300","61,300",6.7,6.2,7.3,college_data,,
"Jaipur Engineering College And Research Centre, Jaipur",Rajasthan,Engineering,"92,000",--,7.7,7.9,8.1,college_data,,
Birla Institute Of Technology,Rajasthan,Engineering,"11,57,000",--,7.2,8.1,7.8,college_data,,
Institute Of Advanced Studies In Education,Rajasthan,Engineering,"79,400","64,000",8.2,8.9,7.5,college_data,,
National Institute Of Technology,Haryana,Engineering,"56,716","1,02,800",8.2,8,8.6,college_data,,
Panjab University,Haryana,Engineering,"96,300","27,500",7.7,8.2,6.5,college_data,,
Punjab Engineering College University Of Technology,Haryana,Engineering,"96,750","93,500",8,7.9,8.4,college_data,,
National Institute Of Food Technology Entrepreneurship And,Haryana,Engineering,"1,71,550","1,52,950",8.1,8.5,8.5,college_data,,
"University Institute Of Engineering, Chandigarh University",Haryana,Engineering,"1,60,000","80,000",8.4,8.6,8.7,college_data,,
"School Of Engineering And Technology, Ncu",Haryana,Engineering,"2,60,000","82,000",9,9,--,college_data,,
"J.C. Bose University Of Science And Technology,",Haryana,Engineering,"83,625","83,625",7.3,7.7,7.7,college_data,,
Manav Rachna International Institute Of Research And,Haryana,Engineering,"1,81,500","1,16,000",7.2,7.1,6.5,college_data,,
"Gurugram University, Gurgaon",Haryana,Engineering,"40,000",--,8.2,8.6,8,college_data,,
"Pdm University, Bahadurgarh, Bahadurgarh",Haryana,Engineering,"1,00,200","41,200",7.4,7.1,7.1,college_data,,
"Amity University, Gurgaon",Haryana,Engineering,"2,30,000","1,56,000",7.7,7.8,7.1,college_data,,
National Institute Of Technical Teachers Training And,Haryana,Engineering,"44,696","24,500",7.7,7.7,7.7,college_data,,
"Iilm University, Gurgaon",Haryana,Engineering,"3,30,000","4,30,000",8.4,8.2,8.6,college_data,,
"University Institute Of Engineering And Technology -[Uiet],",Haryana,Engineering,"82,197","16,160",7.4,7.5,7,college_data,,
"Starex University, Gurgaon",Haryana,Engineering,"80,000","40,000",8.8,9.1,8.5,college_data,,
Indian Institute Of Information Technology,Haryana,Engineering,"1,57,800",--,8.8,9.2,9.1,college_data,,
"Srm University Delhi Ncr, Sonepat",Haryana,Engineering,"2,72,000","1,67,250",7.8,8,7.6,college_data,,
"Lingaya'S Vidyapeeth, Faridabad",Haryana,Engineering,"1,34,500","84,500",7.8,8,7.3,college_data,,
Modern Vidya Niketan,Haryana,Engineering,"1,35,000","95,000",7,7.2,6.8,college_data,,
Delhi Technical Campus,Haryana,Engineering,"69,500",--,8.2,8.2,8.2,college_data,,
Chandigarh College Of Engineering And Technology,Haryana,Engineering,"64,240",--,6.9,7.2,6.5,college_data,,
Manav Rachna University,Haryana,Engineering,"2,44,000","1,16,000",7.8,7.6,7.3,college_data,,
Seth Jai Parkash Mukand Lal Institute Of,Haryana,Engineering,"89,090",--,7.3,7.5,6.8,college_data,,
"Sushant University / Ansal University, Gurgaon",Haryana,Engineering,"2,41,120","1,37,120",7.8,8,7,college_data,,
"University Institute Of Engineering And Technology, Maharshi",Haryana,Engineering,"74,288","84,288",7.2,7.1,5.7,college_data,,
St. Andrews Institute Of Technology And Management,Haryana,Engineering,"92,000",--,8.7,8.8,8.6,college_data,,
Indian Institute Of Technology,Gujarat,Engineering,"2,58,500","2,00,000",8.4,8.3,7.2,college_data,,
Sardar Vallabhbhai National Institute Of Technology,Gujarat,Engineering,"1,50,000","95,000",8,7.9,7.9,college_data,,
Dhirubhai Ambani Institute Of Information And Communication,Gujarat,Engineering,"1,54,000","1,97,000",8.7,8.8,9.2,college_data,,
"Institute Of Technology, Nirma University, Ahmedabad",Gujarat,Engineering,"1,97,200","2,64,000",8.3,8.3,8,college_data,,
"Faculty Of Technology And Engineering, Maharaja Sayajirao",Gujarat,Engineering,"7,640","8,340",8.1,8.4,8.3,college_data,,
Nirma University,Gujarat,Engineering,"1,97,200","2,65,000",8.4,8.6,8.1,college_data,,
Pandit Deendayal Petroleum University [Pdpu] / (Energy,Gujarat,Engineering,"2,53,000","1,54,000",8.6,8.3,8.1,college_data,,
"Pandit Deendayal Petroleum University, School Of Technology",Gujarat,Engineering,"2,53,000","1,54,000",8.6,8.4,7.9,college_data,,
Central Institute Of Plastics Engineering & Technology-,Gujarat,Engineering,"65,000","77,000",7.5,7.6,7.5,college_data,,
Sardar Patel University,Gujarat,Engineering,--,--,7.8,8.6,7.3,college_data,,
"Cept University, Ahmedabad",Gujarat,Engineering,"1,98,000","3,20,000",8.2,8.6,8.1,college_data,,
Ganpat University,Gujarat,Engineering,"1,08,000","43,000",8.1,8.2,7.8,college_data,,
"Indus University, Ahmedabad",Gujarat,Engineering,"96,000","1,26,000",7.5,7.9,6.8,college_data,,
Navrachana University,Gujarat,Engineering,"1,14,000","1,12,000",7.7,7.7,7.2,college_data,,
Indian Institute Of Information Technology Vadodara,Gujarat,Engineering,"1,79,720","1,06,720",7.8,8.2,8.5,college_data,,
"Uka Tarsadia University, Bardoli",Gujarat,Engineering,"94,000","44,000",8.1,7.8,6.9,college_data,,
"Gsfc University, Vadodara",Gujarat,Engineering,"1,21,250",--,8.1,8.8,7.9,college_data,,
"Auro University, Surat",Gujarat,Engineering,"1,21,000",--,8.3,8.2,7.2,college_data,,
L.D. College Of Engineering,Gujarat,Engineering,"2,860","5,730",8.1,8.4,8.5,college_data,,
Rk University,Gujarat,Engineering,"76,500","50,000",8.5,9,7.8,college_data,,
Institute Of Infrastructure Technology Research And Management,Gujarat,Engineering,"29,100","89,500",7.6,8.3,6.9,college_data,,
Indian Institute Of Information Technology,Gujarat,Engineering,"1,47,000",--,7.9,8.4,6.5,college_data,,
"C. U. Shah University, Wadhwan",Gujarat,Engineering,"77,800","1,03,800",7.7,7.6,7.4,college_data,,
"P.P. Savani University, Surat",Gujarat,Engineering,"1,11,500","98,500",9.3,9.4,8.7,college_data,,
Vishwakarma Government Engineering College,Gujarat,Engineering,"1,500","7,500",7.9,8.2,7.1,college_data,,
Dharmsinh Desai University,Gujarat,Engineering,"1,52,000","1,40,000",7.7,8.5,8.1,college_data,,
Thapar Institute Of Engineering And Technology,Punjab,Engineering,"3,24,800","2,00,600",8.3,8,8.2,college_data,,
Indian Institute Of Technology,Punjab,Engineering,"2,19,800","39,970",8.5,8.5,8.4,college_data,,
Panjab University,Punjab,Engineering,"96,300","27,500",7.7,8.2,6.5,college_data,,
Punjab Engineering College University Of Technology,Punjab,Engineering,"96,750","93,500",8,7.9,8.4,college_data,,
I.K. Gujral Punjab Technical University,Punjab,Engineering,"88,750","83,150",8.1,8,7.7,college_data,,
Dr Br Ambedkar National Institute Of Technology,Punjab,Engineering,"6,76,000","2,28,000",7.9,8,8,college_data,,
"University Institute Of Engineering, Chandigarh University",Punjab,Engineering,"1,60,000","80,000",8.4,8.6,8.7,college_data,,
Sant Longowal Institute Of Engineering And Technology,Punjab,Engineering,"81,000","58,000",7.6,7.7,6.5,college_data,,
Chitkara University,Punjab,Engineering,"6,66,000",--,8.5,8.4,8.7,college_data,,
Chandigarh Group Of Colleges,Punjab,Engineering,"94,000","95,000",8.1,8,8.6,college_data,,
"Rimt University, Gobindgarh",Punjab,Engineering,"1,35,000","76,500",7.6,7.9,6.7,college_data,,
National Institute Of Technical Teachers Training And,Punjab,Engineering,"44,696","24,500",7.7,7.7,7.7,college_data,,
"Guru Kashi University, Bathinda",Punjab,Engineering,"92,680","92,100",7.5,7.4,7.2,college_data,,
"University Institute Of Engineering And Technology -[Uiet],",Punjab,Engineering,"82,197","16,160",7.4,7.5,7,college_data,,
"Rayat Bahra University, Mohali",Punjab,Engineering,"1,00,000","40,000",7.7,7.8,7.4,college_data,,
"Dav University, Jalandhar",Punjab,Engineering,"1,36,000","87,500",7.9,8.4,8,college_data,,
"Plaksha, Mohali",Punjab,Engineering,"6,90,000","12,70,000",--,--,--,college_data,,
Chandigarh Engineering College,Punjab,Engineering,"94,000","95,000",7.9,7.8,8.5,college_data,,
Sant Baba Bhag Singh University,Punjab,Engineering,"82,500","1,03,300",8.5,9,8.5,college_data,,
Chandigarh College Of Engineering And Technology,Punjab,Engineering,"64,240",--,6.9,7.2,6.5,college_data,,
"Global Institute, Amritsar",Punjab,Engineering,"3,18,000","1,25,000",8.3,8,7.9,college_data,,
"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Punjab,Engineering,"1,70,600","85,600",8.2,8.6,8.1,college_data,,
Amritsar College Of Engineering And Technology,Punjab,Engineering,"4,03,024","1,43,623",7.4,7.3,7.3,college_data,,
Guru Nanak Dev Engineering College,Punjab,Engineering,"98,689","90,574",7.7,7.9,7.4,college_data,,
Sri Guru Granth Sahib World University,Punjab,Engineering,"1,04,000","68,000",8.8,8.6,8.4,college_data,,
Baba Banda Singh Bahadur Engineering College,Punjab,Engineering,"90,000","90,000",8.1,8.3,7,college_data,,
Indian Institute Of Technology,West Bengal,Engineering,"82,070","2,31,500",8.5,8.8,8.8,college_data,,
Jadavpur University,West Bengal,Engineering,"2,400","24,000",8.4,9,8.4,college_data,,
Indian Institute Of Engineering Science And Technology,West Bengal,Engineering,"70,000","81,500",8,8.3,7.5,college_data,,
National Institute Of Technology,West Bengal,Engineering,"1,49,100","94,100",7.7,8,7.8,college_data,,
Institute Of Engineering And Management,West Bengal,Engineering,"1,68,400",--,7.5,8.2,8.4,college_data,,
Heritage Institute Of Technology,West Bengal,Engineering,"1,16,200","1,31,100",7.8,7.9,7.6,college_data,,
Maulana Abul Kalam Azad University Of Technology,West Bengal,Engineering,"49,000","81,200",7.7,8.1,7.7,college_data,,
Narula Institute Of Technology,West Bengal,Engineering,"1,29,800","1,22,600",8,8.5,7.8,college_data,,
Haldia Institute Of Technology,West Bengal,Engineering,"1,16,350","1,04,600",7.8,7.9,7.2,college_data,,
"Amity University, Kolkata",West Bengal,Engineering,"2,07,000","1,58,000",8.2,8.1,7.4,college_data,,
"Techno India University, Kolkata",West Bengal,Engineering,"89,200","2,01,000",8,8.2,7.8,college_data,,
"Adamas University, Kolkata",West Bengal,Engineering,"1,72,800","1,34,850",8.2,8.3,7.8,college_data,,
Sister Nivedita University,West Bengal,Engineering,"1,49,500","1,49,500",8.2,8.2,7.8,college_data,,
Asansol Engineering College,West Bengal,Engineering,"1,34,068","1,08,100",7.8,8.1,7.6,college_data,,
University Of Engineering And Management,West Bengal,Engineering,"1,61,200","1,50,000",8.1,8.6,8.8,college_data,,
Jis College Of Engineering,West Bengal,Engineering,"1,29,800","1,22,600",7.9,8.1,7.8,college_data,,
Kalyani Government Engineering College,West Bengal,Engineering,"16,155","17,855",7.9,8.1,7.4,college_data,,
Indian Institute Of Information Technology,West Bengal,Engineering,"17,120","2,02,020",6.8,7.6,7,college_data,,
The Neotia University,West Bengal,Engineering,"1,44,000","98,000",8.2,8.7,7.8,college_data,,
Bengal Institute Of Technology,West Bengal,Engineering,--,--,7.4,7.9,7.7,college_data,,
Siliguri Institute Of Technology,West Bengal,Engineering,"3,93,000","54,000",7.8,7.9,7.2,college_data,,
"University Institute Of Technology, University Of Burdwan",West Bengal,Engineering,"71,200","26,000",6.5,7,5.4,college_data,,
Jalpaiguri Government Engineering College,West Bengal,Engineering,"14,877","51,916",7.8,7.8,7.3,college_data,,
"Techno India Salt Lake, Kolkata",West Bengal,Engineering,"4,83,800","2,73,000",7.5,7.9,7.6,college_data,,
Bengal College Of Engineering And Technology,West Bengal,Engineering,"1,03,600","1,12,500",7.1,7.2,6.1,college_data,,
Dr. B.C. Roy Engineering College,West Bengal,Engineering,"1,08,980","1,19,000",7.7,7.9,7.2,college_data,,
Bengal College Of Engineering,West Bengal,Engineering,"98,500",--,5.7,6.3,5.1,college_data,,
Seacom Skills University,West Bengal,Engineering,"82,000","80,000",7.5,8.4,6.7,college_data,,
National Institute Of Technology,Orissa,Engineering,"2,25,500","1,60,500",8.4,8.3,8.2,college_data,,
Indian Institute Of Technology,Orissa,Engineering,"2,28,676","2,33,884",7.8,8.1,7.8,college_data,,
Institute Of Technical Education And Research,Orissa,Engineering,"2,50,000","1,50,000",8.2,8.4,8.3,college_data,,
"C. V. Raman Global University, Bhubaneswar",Orissa,Engineering,"1,19,000","97,000",7.6,7.9,7.5,college_data,,
Veer Surendra Sai University Of Technology,Orissa,Engineering,"91,280","91,140",7.9,8.2,7.7,college_data,,
Biju Patnaik University Of Technology,Orissa,Engineering,--,--,6.2,6.1,4.8,college_data,,
Centurion University Of Technology And Management,Orissa,Engineering,"1,00,000","40,000",8.1,8.3,7.4,college_data,,
International Institute Of Information Technology,Orissa,Engineering,"2,01,100","1,76,150",7.7,8,7.7,college_data,,
"Indira Gandhi Institute Of Technology- [Igit], Dhenkanal",Orissa,Engineering,"34,500","34,500",7.8,8,6.7,college_data,,
Silicon Institute Of Technology,Orissa,Engineering,"6,00,000","2,70,000",7.7,8.5,7.7,college_data,,
Xavier University,Orissa,Engineering,"3,08,000","2,17,000",8.2,8.7,6.8,college_data,,
Bhubaneswar Engineering College,Orissa,Engineering,"2,52,000",--,7.5,7.2,7.3,college_data,,
College Of Engineering,Orissa,Engineering,"2,92,000","1,60,000",6.7,7.5,6,college_data,,
National Institute Of Science And Technology,Orissa,Engineering,"1,21,500","80,000",7.9,8.2,7.8,college_data,,
College Of Engineering And Technology,Orissa,Engineering,"2,35,000","1,22,000",7.7,8,7.9,college_data,,
Gandhi Institute For Technology,Orissa,Engineering,"81,000","41,500",7.4,7.9,6.6,college_data,,
Orissa Engineering College,Orissa,Engineering,"86,500",--,7.5,7.6,7.3,college_data,,
Parala Maharaja Engineering College,Orissa,Engineering,"33,400","33,400",7.3,7.7,5.7,college_data,,
"Csir-Institute Of Minerals And Materials Technology -[Csir-Immt],",Orissa,Engineering,--,--,7,6.3,7.3,college_data,,
Gita Autonomous College,Orissa,Engineering,"1,08,000","91,300",8.7,9,8.3,college_data,,
"Seemanta Engineering College, Mayurbhanj",Orissa,Engineering,"2,20,000","1,20,000",8,8.2,7,college_data,,
"Trident Academy Of Technology, Bhubaneswar",Orissa,Engineering,"1,08,300","72,000",8,8.3,7.9,college_data,,
"Government College Of Engineering, Kendujhar",Orissa,Engineering,"1,40,000",--,7,7.8,5.1,college_data,,
Cipet: Centre For Skilling And Technical Support,Orissa,Engineering,"32,680","76,210",6.7,7,6.9,college_data,,
"Vignan Institute Of Technology And Management, Berhampur",Orissa,Engineering,"58,000",--,7.7,8.7,5.9,college_data,,
Krupajal Engineering College,Orissa,Engineering,"72,000","79,000",6.3,6.6,4.9,college_data,,
Indian Institute Of Technology,Uttarakhand,Engineering,"2,21,700","23,250",8.4,8.5,8.6,college_data,,
"Graphic Era University, School Of Engineering And",Uttarakhand,Engineering,"2,36,400","1,21,000",8.2,8.3,8.8,college_data,,
"College Of Technology, Gb Pant University Of",Uttarakhand,Engineering,"65,344","46,244",7,7.1,6,college_data,,
University Of Petroleum And Energy Studies,Uttarakhand,Engineering,"16,04,500","5,57,250",8.1,8.1,7.7,college_data,,
"Doon University, Dehradun",Uttarakhand,Engineering,"34,750",--,7.2,7.3,6.3,college_data,,
Dit University,Uttarakhand,Engineering,"2,00,000","1,20,000",7.8,7.9,7.4,college_data,,
Graphic Era University,Uttarakhand,Engineering,"3,23,400","92,900",8.3,8.2,8.1,college_data,,
Graphic Era Hill University,Uttarakhand,Engineering,"2,75,600","79,600",8.1,7.9,7.7,college_data,,
"Icfai University, Dehradun",Uttarakhand,Engineering,"1,56,000","1,40,000",7.8,8.2,7.3,college_data,,
"Motherhood University, Roorkee",Uttarakhand,Engineering,"71,650",--,8,8.3,8,college_data,,
Himgiri Zee University,Uttarakhand,Engineering,"90,000","80,000",7.9,8.5,7.7,college_data,,
Swami Rama Himalayan University,Uttarakhand,Engineering,"2,12,250","84,000",7,7.1,7.1,college_data,,
"Tula'S Institute, Dehradun",Uttarakhand,Engineering,"1,12,500","91,500",7.8,8,7.4,college_data,,
Thdc Institute Of Hydro Power Engineering And,Uttarakhand,Engineering,"73,500",--,6.9,6.8,5.6,college_data,,
College Of Engineering,Uttarakhand,Engineering,"1,36,150","1,19,150",8.3,8.4,7.5,college_data,,
Shivalik College Of Engineering,Uttarakhand,Engineering,"1,01,400","46,400",7.2,7.1,7.1,college_data,,
Women Institute Of Technology,Uttarakhand,Engineering,"75,500",--,7.9,9,6.7,college_data,,
