job_title,education_level,years_experience,salary,country,company,location,job_roles
Data Scientist,3.0,7.0,185000.0,Canada,,,
Software Engineer,1.0,4.0,140000.0,Canada,,,
Product Manager,2.0,12.0,196000.0,Canada,,,
Data Analyst,1.0,2.0,110000.0,China,,,
Data Scientist,2.0,6.0,180000.0,USA,,,
Software Engineer,1.0,8.0,190000.0,Australia,,,
Product Manager,1.0,4.0,150000.0,China,,,
Data Analyst,1.0,9.0,195000.0,China,,,
Software Engineer,1.0,5.0,160000.0,Australia,,,
Product Manager,2.0,11.0,198000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,USA,,,
Software Engineer,1.0,4.0,140000.0,UK,,,
Product Manager,2.0,12.0,196000.0,China,,,
Data Analyst,1.0,2.0,110000.0,China,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Data Scientist,2.0,6.0,180000.0,USA,,,
Data Analyst,1.0,5.0,160000.0,USA,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,1.0,90000.0,USA,,,
Data Scientist,3.0,9.0,195000.0,Australia,,,
Software Engineer,1.0,5.0,160000.0,Australia,,,
Product Manager,1.0,4.0,150000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,China,,,
Product Manager,2.0,11.0,198000.0,UK,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,USA,,,
Software Engineer,1.0,4.0,140000.0,China,,,
Product Manager,2.0,12.0,196000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,Canada,,,
Software Engineer,1.0,5.0,160000.0,China,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Data Scientist,2.0,6.0,180000.0,China,,,
Software Engineer,1.0,8.0,190000.0,Australia,,,
Product Manager,2.0,11.0,198000.0,Australia,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,Australia,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,USA,,,
Data Analyst,1.0,9.0,195000.0,UK,,,
Software Engineer,1.0,5.0,160000.0,Canada,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,2.0,6.0,180000.0,USA,,,
Software Engineer,1.0,8.0,190000.0,Australia,,,
Product Manager,2.0,11.0,198000.0,Canada,,,
Data Analyst,1.0,1.0,90000.0,UK,,,
Software Engineer,1.0,4.0,140000.0,USA,,,
Data Analyst,1.0,2.0,110000.0,USA,,,
Data Scientist,3.0,7.0,185000.0,Australia,,,
Data Analyst,1.0,9.0,195000.0,China,,,
Software Engineer,1.0,5.0,160000.0,Canada,,,
Data Analyst,1.0,3.0,130000.0,UK,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,China,,,
Product Manager,2.0,11.0,198000.0,Canada,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,China,,,
Data Analyst,1.0,2.0,110000.0,USA,,,
Data Scientist,3.0,7.0,185000.0,USA,,,
Data Analyst,1.0,9.0,195000.0,UK,,,
Software Engineer,1.0,5.0,160000.0,Australia,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,Australia,,,
Product Manager,2.0,11.0,198000.0,China,,,
Data Analyst,1.0,1.0,90000.0,Canada,,,
Software Engineer,1.0,4.0,140000.0,USA,,,
Data Analyst,1.0,2.0,125000.0,UK,,,
Data Scientist,2.0,6.0,175000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,1.0,4.0,150000.0,UK,,,
Data Analyst,1.0,1.0,95000.0,UK,,,
Data Scientist,2.0,9.0,195000.0,Canada,,,
Software Engineer,1.0,5.0,160000.0,USA,,,
Product Manager,2.0,11.0,198000.0,Australia,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,3.0,7.0,185000.0,China,,,
Software Engineer,1.0,4.0,140000.0,Australia,,,
Product Manager,2.0,12.0,196000.0,UK,,,
Data Analyst,1.0,1.0,90000.0,Canada,,,
Data Scientist,3.0,10.0,193000.0,Canada,,,
Software Engineer,1.0,6.0,170000.0,USA,,,
Product Manager,1.0,5.0,160000.0,China,,,
Data Analyst,1.0,3.0,135000.0,Canada,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Product Manager,2.0,11.0,198000.0,Canada,,,
Data Analyst,1.0,1.0,90000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,China,,,
Software Engineer,1.0,4.0,140000.0,Australia,,,
Product Manager,2.0,12.0,196000.0,USA,,,
Data Analyst,1.0,2.0,115000.0,China,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,China,,,
Product Manager,1.0,4.0,150000.0,USA,,,
Data Analyst,1.0,9.0,195000.0,UK,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Product Manager,2.0,11.0,198000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Software Engineer,1.0,4.0,140000.0,Canada,,,
Product Manager,2.0,12.0,196000.0,China,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,Canada,,,
Data Scientist,2.0,6.0,180000.0,China,,,
Data Analyst,1.0,5.0,160000.0,China,,,
Product Manager,2.0,11.0,198000.0,UK,,,
Data Analyst,1.0,1.0,90000.0,Canada,,,
Data Scientist,3.0,9.0,195000.0,Australia,,,
Software Engineer,1.0,5.0,160000.0,Canada,,,
Product Manager,1.0,4.0,150000.0,USA,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,2.0,110000.0,UK,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Software Engineer,1.0,4.0,140000.0,Canada,,,
Product Manager,2.0,12.0,196000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,China,,,
Software Engineer,1.0,5.0,160000.0,Canada,,,
Data Analyst,1.0,3.0,130000.0,China,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,Canada,,,
Product Manager,2.0,11.0,198000.0,UK,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,Canada,,,
Data Analyst,1.0,2.0,110000.0,UK,,,
Data Scientist,3.0,7.0,185000.0,Australia,,,
Data Analyst,1.0,9.0,195000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,Australia,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,2.0,11.0,198000.0,UK,,,
Data Analyst,1.0,1.0,90000.0,Canada,,,
Software Engineer,1.0,4.0,140000.0,Canada,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,USA,,,
Data Analyst,1.0,9.0,195000.0,China,,,
Software Engineer,1.0,5.0,160000.0,Canada,,,
Data Analyst,1.0,3.0,130000.0,China,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,USA,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,1.0,90000.0,Australia,,,
Software Engineer,1.0,4.0,140000.0,USA,,,
Data Analyst,1.0,1.0,90000.0,USA,,,
Data Scientist,2.0,4.0,150000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,China,,,
Product Manager,1.0,3.0,125000.0,Australia,,,
Data Analyst,1.0,2.0,110000.0,China,,,
Data Scientist,2.0,7.0,180000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Product Manager,2.0,10.0,195000.0,China,,,
Data Analyst,1.0,3.0,130000.0,UK,,,
Data Scientist,3.0,6.0,170000.0,Canada,,,
Software Engineer,1.0,4.0,140000.0,USA,,,
Product Manager,2.0,11.0,196000.0,Australia,,,
Data Analyst,1.0,1.0,92000.0,Canada,,,
Data Scientist,3.0,9.0,195000.0,Australia,,,
Software Engineer,1.0,6.0,170000.0,UK,,,
Product Manager,1.0,5.0,160000.0,Canada,,,
Data Analyst,1.0,3.0,135000.0,UK,,,
Data Scientist,2.0,6.0,180000.0,China,,,
Software Engineer,1.0,5.0,165000.0,Canada,,,
Product Manager,2.0,11.0,198000.0,Australia,,,
Data Analyst,1.0,1.0,95000.0,UK,,,
Data Scientist,3.0,7.0,185000.0,USA,,,
Software Engineer,1.0,4.0,140000.0,USA,,,
Product Manager,2.0,12.0,196000.0,Australia,,,
Data Analyst,1.0,2.0,115000.0,USA,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,Canada,,,
Product Manager,1.0,4.0,150000.0,USA,,,
Data Analyst,1.0,9.0,195000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,Australia,,,
Product Manager,2.0,11.0,198000.0,China,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Software Engineer,1.0,4.0,140000.0,Australia,,,
Product Manager,2.0,12.0,196000.0,Canada,,,
Data Analyst,1.0,2.0,110000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,Australia,,,
Data Scientist,2.0,6.0,180000.0,USA,,,
Data Analyst,1.0,5.0,160000.0,UK,,,
Product Manager,2.0,11.0,198000.0,UK,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Data Scientist,3.0,9.0,195000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,Canada,,,
Product Manager,1.0,4.0,150000.0,China,,,
Data Analyst,1.0,3.0,130000.0,USA,,,
Data Scientist,2.0,6.0,180000.0,China,,,
Software Engineer,1.0,8.0,190000.0,USA,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,Canada,,,
Software Engineer,1.0,4.0,140000.0,USA,,,
Product Manager,2.0,12.0,196000.0,USA,,,
Data Analyst,1.0,9.0,195000.0,Canada,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,1.0,90000.0,Australia,,,
Software Engineer,1.0,4.0,140000.0,China,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,Canada,,,
Data Analyst,1.0,9.0,195000.0,Canada,,,
Software Engineer,1.0,5.0,160000.0,Canada,,,
Data Analyst,1.0,3.0,130000.0,USA,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,USA,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,1.0,90000.0,Australia,,,
Software Engineer,1.0,4.0,140000.0,UK,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,UK,,,
Software Engineer,1.0,5.0,160000.0,China,,,
Data Analyst,1.0,3.0,130000.0,China,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,2.0,11.0,198000.0,China,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,Canada,,,
Data Analyst,1.0,2.0,110000.0,Canada,,,
Data Scientist,3.0,7.0,185000.0,Canada,,,
Data Analyst,1.0,9.0,195000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,2.0,11.0,198000.0,China,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,China,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,China,,,
Data Analyst,1.0,9.0,195000.0,Canada,,,
Software Engineer,1.0,5.0,160000.0,USA,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,Canada,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,1.0,90000.0,Australia,,,
Software Engineer,1.0,4.0,140000.0,China,,,
Data Analyst,1.0,2.0,110000.0,USA,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,USA,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Data Scientist,2.0,6.0,180000.0,USA,,,
Software Engineer,1.0,8.0,190000.0,Australia,,,
Product Manager,2.0,11.0,198000.0,UK,,,
Data Analyst,1.0,1.0,90000.0,UK,,,
Software Engineer,1.0,4.0,140000.0,China,,,
Data Analyst,1.0,2.0,110000.0,UK,,,
Data Scientist,3.0,7.0,185000.0,Australia,,,
Data Analyst,1.0,9.0,195000.0,Australia,,,
Software Engineer,1.0,5.0,160000.0,Australia,,,
Data Analyst,1.0,3.0,130000.0,USA,,,
Data Scientist,2.0,6.0,180000.0,USA,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,2.0,11.0,198000.0,Canada,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,Canada,,,
Data Analyst,1.0,2.0,110000.0,USA,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,Canada,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,China,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,UK,,,
Data Analyst,1.0,2.0,110000.0,USA,,,
Data Scientist,3.0,7.0,185000.0,China,,,
Data Analyst,1.0,9.0,195000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Data Analyst,1.0,3.0,135000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,China,,,
Data Scientist,2.0,6.0,180000.0,UK,,,
Data Analyst,1.0,5.0,160000.0,UK,,,
Data Analyst,1.0,1.0,95000.0,Australia,,,
Product Manager,2.0,11.0,196000.0,Australia,,,
Software Engineer,1.0,4.0,140000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,USA,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,3.0,7.0,185000.0,Australia,,,
Product Manager,1.0,4.0,150000.0,Canada,,,
Data Analyst,1.0,1.0,90000.0,UK,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,2.0,115000.0,USA,,,
Software Engineer,1.0,5.0,165000.0,China,,,
Data Analyst,1.0,3.0,130000.0,USA,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Software Engineer,1.0,4.0,140000.0,China,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Data Analyst,1.0,5.0,160000.0,China,,,
Data Analyst,1.0,1.0,92000.0,China,,,
Software Engineer,1.0,5.0,160000.0,China,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,China,,,
Product Manager,2.0,11.0,198000.0,Australia,,,
Data Analyst,1.0,2.0,110000.0,USA,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Software Engineer,1.0,4.0,140000.0,China,,,
Product Manager,2.0,12.0,196000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,Australia,,,
Software Engineer,1.0,5.0,160000.0,China,,,
Data Analyst,1.0,3.0,130000.0,China,,,
Data Scientist,2.0,6.0,180000.0,UK,,,
Software Engineer,1.0,8.0,190000.0,China,,,
Product Manager,2.0,11.0,198000.0,China,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,USA,,,
Data Analyst,1.0,2.0,110000.0,USA,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,UK,,,
Software Engineer,1.0,5.0,160000.0,USA,,,
Data Analyst,1.0,3.0,130000.0,UK,,,
Data Scientist,2.0,6.0,180000.0,UK,,,
Software Engineer,1.0,8.0,190000.0,Australia,,,
Product Manager,2.0,11.0,198000.0,China,,,
Data Analyst,1.0,1.0,90000.0,USA,,,
Software Engineer,1.0,4.0,140000.0,Australia,,,
Data Analyst,1.0,2.0,110000.0,UK,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,Australia,,,
Software Engineer,1.0,5.0,160000.0,Australia,,,
Data Analyst,1.0,3.0,130000.0,China,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,Canada,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,USA,,,
Data Analyst,1.0,2.0,110000.0,UK,,,
Data Scientist,3.0,7.0,185000.0,Canada,,,
Data Analyst,1.0,9.0,195000.0,Australia,,,
Software Engineer,1.0,5.0,160000.0,China,,,
Data Analyst,1.0,3.0,130000.0,UK,,,
Data Scientist,2.0,6.0,180000.0,USA,,,
Software Engineer,1.0,8.0,190000.0,UK,,,
Product Manager,2.0,11.0,198000.0,China,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,Canada,,,
Data Analyst,1.0,2.0,110000.0,Canada,,,
Data Scientist,3.0,7.0,185000.0,Canada,,,
Data Analyst,1.0,9.0,195000.0,Canada,,,
Software Engineer,1.0,5.0,160000.0,USA,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,USA,,,
Product Manager,2.0,11.0,198000.0,China,,,
Data Analyst,1.0,1.0,90000.0,Australia,,,
Software Engineer,1.0,4.0,140000.0,China,,,
Data Analyst,1.0,2.0,110000.0,China,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,UK,,,
Data Scientist,2.0,6.0,180000.0,Australia,,,
Software Engineer,1.0,8.0,190000.0,China,,,
Product Manager,2.0,11.0,198000.0,USA,,,
Data Analyst,1.0,1.0,90000.0,UK,,,
Software Engineer,1.0,4.0,140000.0,Australia,,,
Data Analyst,1.0,2.0,110000.0,Canada,,,
Data Scientist,3.0,7.0,185000.0,Canada,,,
Data Analyst,1.0,9.0,195000.0,USA,,,
Software Engineer,1.0,5.0,160000.0,USA,,,
Data Analyst,1.0,3.0,130000.0,China,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,USA,,,
Product Manager,2.0,11.0,198000.0,Canada,,,
Data Analyst,1.0,1.0,90000.0,Australia,,,
Software Engineer,1.0,4.0,140000.0,UK,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,Canada,,,
Data Analyst,1.0,9.0,195000.0,China,,,
Software Engineer,1.0,5.0,160000.0,Canada,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,2.0,6.0,180000.0,Canada,,,
Software Engineer,1.0,8.0,190000.0,Australia,,,
Product Manager,2.0,11.0,198000.0,Canada,,,
Data Analyst,1.0,1.0,90000.0,Canada,,,
Software Engineer,1.0,4.0,140000.0,UK,,,
Data Analyst,1.0,2.0,110000.0,Australia,,,
Data Scientist,3.0,7.0,185000.0,UK,,,
Data Analyst,1.0,9.0,195000.0,UK,,,
Software Engineer,1.0,5.0,160000.0,Canada,,,
Data Analyst,1.0,3.0,130000.0,Australia,,,
Data Scientist,2.0,6.0,180000.0,USA,,,
Software Engineer,1.0,8.0,190000.0,Canada,,,
Product Manager,2.0,11.0,198000.0,Canada,,,
Data Analyst,1.0,1.0,90000.0,China,,,
Software Engineer,1.0,4.0,140000.0,UK,,,
Data Analyst,1.0,2.0,110000.0,China,,,
Data Scientist,3.0,7.0,185000.0,USA,,,
Data Analyst,1.0,9.0,195000.0,UK,,,
Software Engineer,1.0,5.0,160000.0,UK,,,
Data Analyst,1.0,3.0,130000.0,Canada,,,
Data Scientist,2.0,6.0,180000.0,USA,,,
Software Engineer,1.0,8.0,190000.0,USA,,,
Product Manager,2.0,11.0,198000.0,Canada,,,
Data Analyst,1.0,1.0,90000.0,Australia,,,
Software Engineer,1.0,4.0,140000.0,USA,,,
Data Analyst,1.0,2.0,110000.0,UK,,,
Data Scientist,3.0,7.0,185000.0,USA,,,
Data Analyst,1.0,5.0,135000.0,USA,,,
Data Scientist,2.0,3.0,180000.0,Canada,,,
Software Engineer,1.0,12.0,195000.0,Australia,,,
Product Manager,1.0,8.0,165000.0,USA,,,
Data Scientist,2.0,15.0,198000.0,USA,,,
Software Engineer,1.0,4.0,150000.0,USA,,,
Data Analyst,1.0,9.0,162000.0,Australia,,,
Data Scientist,2.0,6.0,175000.0,China,,,
Software Engineer,1.0,13.0,197000.0,USA,,,
Data Analyst,1.0,7.0,142000.0,USA,,,
Data Scientist,2.0,4.0,182000.0,Australia,,,
Software Engineer,1.0,11.0,185000.0,China,,,
Product Manager,1.0,8.0,170000.0,Australia,,,
Software Engineer,1.0,4.0,160000.0,Australia,,,
Data Scientist,1.0,8.0,180000.0,Australia,,,
Data Analyst,2.0,6.0,150000.0,USA,,,
Data Analyst,1.0,5.0,140000.0,Canada,,,
Data Analyst,1.0,2.0,100000.0,China,,,
Product Manager,2.0,11.0,190000.0,UK,,,
Software Engineer,1.0,4.0,160000.0,China,,,
Data Analyst,1.0,3.0,120000.0,UK,,,
Data Scientist,3.0,7.0,170000.0,USA,,,
Data Analyst,1.0,9.0,190000.0,Canada,,,
Software Engineer,1.0,5.0,150000.0,Australia,,,
Data Analyst,1.0,3.0,120000.0,UK,,,
Data Scientist,3.0,7.0,170000.0,Canada,,,
Product Manager,1.0,4.0,130000.0,China,,,
Data Analyst,1.0,2.0,95000.0,Canada,,,
Product Manager,2.0,11.0,195000.0,USA,,,
Data Analyst,1.0,2.0,100000.0,USA,,,
Software Engineer,1.0,5.0,150000.0,UK,,,
Data Analyst,1.0,3.0,120000.0,Australia,,,
Data Scientist,2.0,6.0,150000.0,USA,,,
Data Scientist,1.0,8.0,180000.0,Australia,,,
Product Manager,2.0,11.0,195000.0,Australia,,,
Software Engineer,1.0,4.0,160000.0,UK,,,
Data Scientist,2.0,6.0,170000.0,Canada,,,
Data Analyst,1.0,5.0,140000.0,China,,,
Data Analyst,1.0,2.0,95000.0,USA,,,
Software Engineer,1.0,5.0,150000.0,Canada,,,
Data Analyst,1.0,3.0,120000.0,USA,,,
Software Engineer,1.0,8.0,180000.0,USA,,,
Product Manager,2.0,11.0,195000.0,Australia,,,
Data Analyst,1.0,2.0,100000.0,China,,,
Data Scientist,3.0,7.0,170000.0,UK,,,
Software Engineer,1.0,4.0,160000.0,USA,,,
Product Manager,2.0,12.0,190000.0,USA,,,
Data Analyst,1.0,9.0,190000.0,China,,,
Software Engineer,1.0,5.0,150000.0,Canada,,,
Data Analyst,1.0,3.0,120000.0,UK,,,
Data Scientist,2.0,6.0,150000.0,Canada,,,
Software Engineer,1.0,8.0,180000.0,China,,,
Product Manager,2.0,11.0,195000.0,USA,,,
Data Analyst,1.0,2.0,95000.0,Canada,,,
Software Engineer,1.0,4.0,160000.0,Canada,,,
Data Analyst,1.0,2.0,100000.0,USA,,,
Data Scientist,3.0,7.0,170000.0,UK,,,
Data Analyst,1.0,9.0,190000.0,Australia,,,
Software Engineer,1.0,5.0,150000.0,Canada,,,
Data Analyst,1.0,3.0,120000.0,Australia,,,
Data Scientist,2.0,6.0,150000.0,UK,,,
Software Engineer,1.0,8.0,180000.0,Australia,,,
Product Manager,2.0,11.0,195000.0,China,,,
Data Analyst,1.0,2.0,95000.0,Canada,,,
Software Engineer,1.0,4.0,160000.0,Australia,,,
Data Analyst,1.0,2.0,100000.0,USA,,,
Data Scientist,3.0,7.0,170000.0,UK,,,
Data Analyst,1.0,9.0,190000.0,China,,,
Software Engineer,1.0,5.0,150000.0,Canada,,,
Data Analyst,1.0,3.0,120000.0,UK,,,
Data Scientist,2.0,6.0,150000.0,Australia,,,
Software Engineer,1.0,8.0,180000.0,China,,,
Product Manager,2.0,11.0,195000.0,China,,,
Data Analyst,1.0,2.0,95000.0,Australia,,,
Software Engineer,1.0,4.0,160000.0,UK,,,
Data Analyst,1.0,2.0,100000.0,UK,,,
Data Scientist,3.0,7.0,170000.0,Canada,,,
Data Analyst,1.0,9.0,190000.0,UK,,,
Software Engineer,1.0,5.0,150000.0,UK,,,
Data Analyst,1.0,3.0,120000.0,China,,,
Data Scientist,2.0,6.0,150000.0,UK,,,
Software Engineer,1.0,8.0,180000.0,Australia,,,
Product Manager,2.0,11.0,195000.0,Canada,,,
Data Analyst,1.0,2.0,95000.0,UK,,,
Software Engineer,1.0,4.0,160000.0,China,,,
Data Analyst,1.0,2.0,100000.0,USA,,,
Data Scientist,3.0,7.0,170000.0,Canada,,,
Data Analyst,1.0,9.0,190000.0,USA,,,
Software Engineer,1.0,5.0,150000.0,Canada,,,
Data Analyst,1.0,3.0,120000.0,Australia,,,
Data Scientist,2.0,6.0,150000.0,USA,,,
Software Engineer,1.0,8.0,180000.0,USA,,,
Product Manager,2.0,11.0,195000.0,Australia,,,
Data Analyst,1.0,2.0,95000.0,Canada,,,
Software Engineer,1.0,4.0,160000.0,Canada,,,
Data Analyst,1.0,2.0,100000.0,China,,,
Data Scientist,3.0,7.0,170000.0,Australia,,,
Data Analyst,1.0,9.0,190000.0,USA,,,
Software Engineer,1.0,5.0,150000.0,Canada,,,
Data Analyst,1.0,3.0,120000.0,China,,,
Data Scientist,2.0,6.0,150000.0,Canada,,,
Software Engineer,1.0,8.0,180000.0,Australia,,,
Product Manager,2.0,11.0,195000.0,UK,,,
Data Analyst,1.0,2.0,95000.0,Canada,,,
Software Engineer,1.0,4.0,160000.0,USA,,,
Data Analyst,1.0,2.0,100000.0,China,,,
Data Scientist,3.0,7.0,170000.0,Canada,,,
Data Analyst,1.0,9.0,190000.0,Canada,,,
Software Engineer,1.0,5.0,150000.0,Australia,,,
Data Analyst,1.0,3.0,120000.0,UK,,,
Data Scientist,2.0,6.0,150000.0,UK,,,
Software Engineer,1.0,8.0,180000.0,UK,,,
Product Manager,2.0,11.0,195000.0,Australia,,,
Data Analyst,1.0,2.0,95000.0,Canada,,,
